"","Atrial cardiomyocytes","Capillary endothelium","Cardiac neural crest cells & Schwann progenitor cells","Endothelium / pericytes / adventitia","Epicardial cells","Epicardium-derived cells","Fibroblast-like (related to cardiac skeleton connective tissue)","Fibroblast-like (related to larger vascular development)","Fibroblast-like (related to smaller vascular development)","Myoz2-enriched cardiomyocytes","Smooth muscle cells / fibroblast-like)","Ventricular cardiomyocytes"
"5221_6996",0.988279113775523,1.09909765580766e-08,0.0117207763147116,1.09909765580766e-08,1.09909765580766e-08,1.09909765580766e-08,1.09909765580766e-08,1.09909765580766e-08,1.09909765580766e-08,1.09909765580766e-08,1.09909765580766e-08,1.09909765522914e-08
"5221_7420",0.870257154222895,1.08535040144136e-08,0.123387820839086,1.08535040144136e-08,0.00635492725648323,1.08535040144136e-08,1.08535040144136e-08,1.08535040144136e-08,1.08535040144136e-08,1.08535040144136e-08,1.08535040144136e-08,1.08535040144136e-08
"5221_7844",0.953702109557723,1.20689565975498e-08,0.0462977697527113,1.20689565975498e-08,1.20689565975498e-08,1.20689565975498e-08,1.20689565975498e-08,1.20689565975498e-08,1.20689565975498e-08,1.20689565975498e-08,1.20689565975498e-08,1.20689565911972e-08
"5221_8268",0.773555740183357,9.60095189759301e-09,9.60095189759301e-09,9.60095189759301e-09,0.0044667040362085,0.0926551583173623,0.0289149960403552,9.60095189759301e-09,0.100407334216054,9.60095189711961e-09,9.60095189759301e-09,9.60095189759301e-09
"5221_8692",0.497572481177694,1.03349731273732e-08,0.170356790046661,1.03349731273732e-08,0.00141296128845031,0.0945877714428973,0.10829025877025,1.03349731273732e-08,1.03349731273732e-08,0.0476022963184538,1.03349731273732e-08,0.0801773892807284
"5221_9116",0.260088483942357,8.70341119891439e-09,0.0212745790176219,8.70341119891439e-09,8.70341119891439e-09,8.7034111988627e-09,0.0822984974601518,8.70341119891439e-09,8.70341119891439e-09,0.327382820329509,8.70341119891439e-09,0.308955558326482
"5221_9540",0.159848990144874,0.0344324414230779,0.0491366152053508,1.06996790069044e-08,0.0161336775094912,1.06996790069044e-08,0.252502328994373,1.06996790069044e-08,1.06996790069044e-08,0.246128151634686,1.06996790069044e-08,0.241817741589752
"5221_9964",0.12585464259715,0.0036393574313958,0.095879593910651,1.12559997446334e-08,0.00424854903419265,1.12559997446334e-08,0.295948386508083,1.12559997446334e-08,1.12559997446334e-08,0.0582460145317442,1.12559997446334e-08,0.416183399706785
"5221_10812",0.0497219027155775,0.00454880739742174,0.00865490253690221,7.81426436085428e-09,7.81426436085428e-09,7.81426436085428e-09,7.81426436085428e-09,7.81426436085428e-09,7.81426436080787e-09,0.469766495259576,7.81426436085428e-09,0.467307837390672
"5221_11236",0.0208263826067912,0.0145750961609432,0.147995216238675,1.1486699541294e-08,1.1486699541294e-08,1.1486699541294e-08,1.1486699541294e-08,0.0949818285547689,1.1486699541294e-08,0.0417526118568819,1.1486699541294e-08,0.679868795661742
"5221_11660",0.146060536104158,0.0640878532553721,0.00267706544124088,9.95823170967029e-09,9.95823170967029e-09,9.95823170967029e-09,0.0550508758144761,9.95823170967029e-09,9.95823170967029e-09,0.207802977174159,9.95823170967029e-09,0.524320632461204
"5221_12508",0.00860849360820481,0.0232157614512883,8.14158324323437e-09,8.14158324323437e-09,8.14158324323437e-09,8.14158324323437e-09,8.14158324323437e-09,0.0398443934042372,8.14158324323437e-09,0.374085670678592,8.14158324323437e-09,0.554245623866595
"5221_12932",0.0139292129574202,0.0477789801221172,0.0249708139458165,8.53124321159519e-09,8.53124321312579e-09,8.53124321312579e-09,8.53124321312579e-09,8.53124321312579e-09,8.53124321312579e-09,0.145302692795093,8.53124321312579e-09,0.768018240460851
"5221_13356",0.0154000678851774,0.0155884462105218,0.0175276147551218,8.08010633795486e-09,8.08010633795486e-09,8.08010633795486e-09,8.08010633795486e-09,8.08010633790687e-09,8.08010633790687e-09,0.282336333553798,8.08010633790687e-09,0.669147481034637
"5221_13780",0.132352314026569,0.0117985446282112,0.0607617516677787,9.27769878530666e-09,9.27769878530666e-09,9.27769878530666e-09,9.27769878530666e-09,0.0287315879452744,9.27769878525156e-09,0.0838448510640954,9.27769878530666e-09,0.682510895001878
"5221_14204",0.0517896122856797,0.0025294745503046,7.92403398231616e-09,7.92403398231616e-09,0.0110807363595955,7.92403398231616e-09,7.9240339822691e-09,7.92403398231616e-09,7.92403398231616e-09,0.235478037971632,7.92403398231616e-09,0.699122083364551
"5221_15476",8.9685036110632e-09,8.9685036110632e-09,8.9685036110632e-09,0.0103372159370108,8.9685036110632e-09,8.9685036110632e-09,8.9685036110632e-09,0.0464628719935265,0.0183893106938966,0.0524102190346962,8.9685036110632e-09,0.872400319561344
"5221_15900",0.0807607503694367,1.04913402574671e-08,0.0173862663362636,1.04913402574671e-08,0.0263909223323217,0.13669601491689,1.04913402574671e-08,1.04913402574671e-08,0.0513430038557342,1.04913402574671e-08,1.04913402574671e-08,0.687422979241312
"5675_1060",0.936720446422155,0.0600317028311501,1.23016173350873e-08,0.00324774003213915,1.23016173350873e-08,1.23016173350873e-08,1.23016173350873e-08,1.23016173350873e-08,1.23016173350873e-08,1.23016173350873e-08,1.23016173350873e-08,1.23016173350873e-08
"5675_1484",0.991452502894238,0.00736481437674037,1.40824808262973e-08,1.40824808262973e-08,0.00118255598669451,1.40824808262973e-08,1.40824808262973e-08,1.40824808262973e-08,1.40824808262973e-08,1.40824808262973e-08,1.40824808262973e-08,1.40824808262973e-08
"5675_1908",0.999999807974591,1.74568553791198e-08,1.74568553792234e-08,1.74568553792234e-08,1.74568553792234e-08,1.74568553792234e-08,1.74568553792234e-08,1.74568553791198e-08,1.74568553792234e-08,1.74568553700349e-08,1.74568553792234e-08,1.74568553792234e-08
"5675_2332",0.936851230233688,0.0631486273461841,1.42420128248599e-08,1.42420128248599e-08,1.42420128248599e-08,1.42420128247753e-08,1.42420128248599e-08,1.42420128248599e-08,1.42420128248599e-08,1.42420128248599e-08,1.42420128248599e-08,1.42420128248599e-08
"5675_2756",0.948059056771933,0.0337014374655772,0.00274534687849555,1.47255730035456e-08,0.0154940410794106,1.47255730035456e-08,1.47255730035456e-08,1.47255730035456e-08,1.47255730035456e-08,1.47255730035456e-08,1.47255730035456e-08,1.47255730035456e-08
"5675_5724",0.883381070344732,0.0249581694934012,0.0916606406384377,1.3280381020481e-08,1.3280381020481e-08,1.32803810204022e-08,1.3280381020481e-08,1.3280381020481e-08,1.3280381020481e-08,1.3280381020481e-08,1.3280381020481e-08,1.3280381020481e-08
"5675_6148",0.965292552440461,0.0188280746803517,0.0158792643265537,1.20614036696687e-08,1.20614036696687e-08,1.20614036696687e-08,1.20614036696687e-08,1.20614036696687e-08,1.20614036696687e-08,1.20614036633201e-08,1.20614036696687e-08,1.20614036696687e-08
"5675_6572",0.910378977390828,0.0204165269548405,0.0672485314613412,1.21798484847146e-08,0.00195586675420284,1.21798484847146e-08,1.21798484847146e-08,1.21798484846423e-08,1.21798484847146e-08,1.21798484847146e-08,1.21798484847146e-08,1.21798484847146e-08
"5675_6996",0.92687500918508,1.13524684258288e-08,0.0179989274872253,0.0125445426055335,1.13524684258288e-08,1.13524684258288e-08,1.13524684258288e-08,0.0338664663912948,0.00871497486358751,1.13524684258288e-08,1.13524684258288e-08,1.13524684258288e-08
"5675_7420",0.962323798491117,1.04727039604197e-08,0.0129033157752379,0.00295109118575829,0.00272546294206835,0.00469562321773783,0.00403814103088568,0.0103625149936751,1.04727039604197e-08,1.04727039604197e-08,1.04727039604197e-08,1.04727039603575e-08
"5675_7844",0.931166670257994,1.09655216416311e-08,1.09655216416311e-08,1.09655216416962e-08,0.00556344701519322,1.09655216416962e-08,0.0628603580062685,0.00040943699637065,1.09655216416962e-08,1.09655216416962e-08,1.09655216416962e-08,1.09655216416962e-08
"5675_8268",0.915295015782436,1.1097692977703e-08,0.0847048732406339,1.1097692977703e-08,1.1097692977703e-08,1.1097692977703e-08,1.1097692977703e-08,1.1097692977703e-08,1.1097692977703e-08,1.1097692977703e-08,1.1097692977703e-08,1.1097692977703e-08
"5675_9116",0.309268234672443,9.16710481021257e-09,9.16710481021257e-09,9.16710481021257e-09,9.16710481021257e-09,9.16710481021257e-09,0.253839975660242,9.16710481021257e-09,9.16710481021257e-09,0.334641138205022,9.16710481021257e-09,0.102250578125454
"5675_9540",0.0148050922980709,1.16085553327242e-08,1.16085553327242e-08,1.16085553327242e-08,1.16085553327242e-08,1.16085553327242e-08,0.768684756429507,1.16085553327242e-08,1.16085553327242e-08,0.0722591572973263,1.16085553327242e-08,0.144250901106654
"5675_9964",1.29546517512016e-08,0.0113650790610684,1.29546517512016e-08,1.29546517512016e-08,1.29546517512016e-08,0.299788137457342,0.483034196249642,0.0801440465943558,0.12566844995503,1.29546517512016e-08,1.29546517512016e-08,1.29546517512016e-08
"5675_10388",1.14612803047606e-08,0.0365139967555483,0.0234019293113546,1.14612803047606e-08,1.14612803047606e-08,1.14612803047606e-08,0.634859305643436,1.14612803047606e-08,0.0267405113634045,0.150549071070514,1.14612803047606e-08,0.127935117088061
"5675_10812",0.150579881908659,0.0423845046092823,1.0481427795023e-08,1.0481427795023e-08,1.0481427795023e-08,1.0481427795023e-08,0.046644587596244,1.0481427795023e-08,0.0491524067033946,0.025592772620476,1.0481427795023e-08,0.685645783673377
"5675_11660",0.226940250760864,0.274001041880387,0.196176168818746,1.14901487875425e-08,1.14901487875425e-08,1.14901487875425e-08,0.0023860002757313,1.14901487875425e-08,0.0882014670822732,0.15402170236801,1.14901487875425e-08,0.058273311363245
"5675_12084",0.02274791907941,0.0684128189077762,9.3831257684805e-09,9.3831257684805e-09,0.0179172296516861,9.3831257684805e-09,9.3831257684805e-09,9.3831257684805e-09,0.0694819797189427,9.3831257684805e-09,9.3831257684805e-09,0.821439986960305
"5675_12508",8.95237327933841e-09,8.95237327933841e-09,8.95237327933841e-09,8.95237327933841e-09,0.00155803314968802,8.95237327933841e-09,8.95237327933841e-09,0.0304869541058807,0.04192094820225,1.15526123968289e-05,8.95237327933841e-09,0.926022449263172
"5675_12932",0.0795994081325006,7.81605633873414e-09,7.81605633873414e-09,7.81605633873414e-09,7.81605633873414e-09,7.81605633873414e-09,7.81605633873414e-09,7.81605633873414e-09,7.81605633873414e-09,0.4593986157045,7.81605633873414e-09,0.461001905818492
"5675_13356",0.0254378461062966,0.0203228417983114,8.45481963509723e-09,8.45481963509723e-09,8.45481963509723e-09,8.45481963509723e-09,8.45481963509723e-09,0.00287706050336543,8.45481963509723e-09,8.45481963509723e-09,8.45481963509723e-09,0.951362183953469
"5675_13780",0.207624416648655,0.00373246895476671,1.04530985979892e-08,1.04530985979892e-08,1.04530985979892e-08,1.04530985979892e-08,1.04530985979892e-08,0.0172838127325455,1.04530985979892e-08,0.117562766887972,1.04530985979892e-08,0.65379646160437
"5675_14204",0.0893186714461485,8.48605775325599e-09,8.48605775325599e-09,8.48605775325599e-09,8.48605775325599e-09,0.000573510503525809,8.48605775325599e-09,0.00560357433958815,5.32872791126028e-05,8.48605775325599e-09,8.48605775320559e-09,0.904450897029221
"5675_14628",0.0688179230314904,8.68943277195162e-09,0.0479726102060814,8.68943277195162e-09,0.00329690965772244,8.68943277195162e-09,8.68943277195162e-09,8.68943277195162e-09,8.68943277195162e-09,0.0365776352645456,8.68943277195162e-09,0.843334861014131
"5675_15476",9.35803600956963e-09,9.35803600956963e-09,0.0157881532379188,9.35803600956963e-09,0.00763588502216004,9.35803600956963e-09,9.35803600956963e-09,9.35803600956963e-09,0.0357442861402723,0.0808081692155383,9.35803600956963e-09,0.860023440877859
"6129_1060",0.952983656725409,1.13588285456727e-08,1.13588285456727e-08,1.13588285456727e-08,0.0376469524909521,0.00599927305919262,1.13588285456727e-08,1.13588285456727e-08,0.00337002685381778,1.13588285456727e-08,1.13588285456727e-08,1.13588285456727e-08
"6129_1484",0.813376396058372,1.2177955367293e-08,1.2177955367293e-08,1.2177955367293e-08,0.172805734460002,0.0138177598800282,1.2177955367293e-08,1.2177955367293e-08,1.2177955367293e-08,1.2177955367293e-08,1.2177955367293e-08,1.2177955367293e-08
"6129_1908",0.967099243713911,1.32541673924681e-08,0.032840098836862,1.32541673924681e-08,1.32541673924681e-08,1.32541673924681e-08,1.32541673924681e-08,1.32541673924681e-08,6.05381617207432e-05,1.32541673924681e-08,1.32541673924681e-08,1.32541673854916e-08
"6129_2332",0.943232502657796,1.46858148188397e-08,0.0567673504840557,1.46858148188397e-08,1.46858148188397e-08,1.46858148188397e-08,1.46858148188397e-08,1.46858148188397e-08,1.46858148188397e-08,1.46858148188397e-08,1.46858148188397e-08,1.46858148188397e-08
"6129_2756",0.999999813308513,1.69719534068116e-08,1.69719534068116e-08,1.69719534068116e-08,1.69719534068116e-08,1.69719534068116e-08,1.69719534068116e-08,1.69719534067108e-08,1.69719534068116e-08,1.69719534068116e-08,1.69719534068116e-08,1.69719534068116e-08
"6129_5724",0.934942993921255,0.0191912340795732,0.0443982232458077,1.42533288914514e-08,0.00146743472673292,1.42533288914514e-08,1.42533288914514e-08,1.42533288914514e-08,1.42533288914514e-08,1.42533288913667e-08,1.42533288914514e-08,1.42533288914514e-08
"6129_6148",0.942960091422629,1.56154107442203e-08,1.56154107442203e-08,1.56154107442203e-08,0.0203047570641415,1.56154107442203e-08,1.56154107441276e-08,1.56154107442203e-08,1.56154107442203e-08,1.56154107442203e-08,1.56154107442203e-08,0.0367350109745328
"6129_6572",0.941788647837723,0.00259332488112069,0.0556179051386205,1.35713929029697e-08,1.35713929029697e-08,1.35713929029697e-08,1.35713929029697e-08,1.35713929029697e-08,1.35713929029697e-08,1.35713929029697e-08,1.35713929029697e-08,1.35713929029697e-08
"6129_6996",0.911318147222714,1.14748712319966e-08,1.14748712319966e-08,1.14748712319966e-08,1.14748712319966e-08,1.14748712319966e-08,1.14748712319966e-08,0.0549211997340123,0.0337605497694326,1.14748712319966e-08,1.14748712319966e-08,1.14748712319966e-08
"6129_7420",0.932255323408649,1.05792983382735e-08,1.05792983401087e-08,0.00456769498585613,1.05792983401715e-08,1.05792983401715e-08,0.00863024060102248,1.05792983401715e-08,0.0545466563700858,1.05792983401715e-08,1.05792983401715e-08,1.05792983401715e-08
"6129_7844",0.944128786997657,1.1786812933525e-08,1.1786812933525e-08,1.1786812933525e-08,0.00731090611982169,1.1786812933525e-08,0.0223296721175095,0.0262305404705084,1.1786812933525e-08,1.1786812933525e-08,1.1786812933525e-08,1.1786812933525e-08
"6129_8268",0.979869255520857,1.32827204156483e-08,0.0201306116519386,1.32827204156483e-08,1.32827204156483e-08,1.32827204156483e-08,1.32827204156483e-08,1.32827204156483e-08,1.32827204156483e-08,1.32827204156483e-08,1.32827204156415e-08,1.32827204086569e-08
"6129_9116",0.0397592478189232,1.26763645407861e-08,1.26763645407861e-08,1.26763645407861e-08,1.26763645407861e-08,1.26763645407861e-08,0.960240625417431,1.26763645407861e-08,1.26763645407861e-08,1.26763645407861e-08,1.26763645407861e-08,1.26763645407861e-08
"6129_9540",1.38515990178339e-08,1.38515990178339e-08,1.38515990178339e-08,1.38515990178339e-08,1.38515990178339e-08,1.38515990178339e-08,0.999999847632411,1.38515990178339e-08,1.38515990178339e-08,1.38515990178339e-08,1.38515990178339e-08,1.38515990178339e-08
"6129_10388",0.148675193153061,1.12554333506127e-08,1.12554333506127e-08,1.12554333506127e-08,1.12554333506127e-08,1.12554333506127e-08,0.0497460048486944,1.12554333506127e-08,0.209839281849671,1.12554333506127e-08,1.12554333506127e-08,0.591739430105106
"6129_10812",0.115539950533128,1.0920616850734e-08,0.132596328172464,1.0920616850734e-08,1.0920616850734e-08,1.0920616850734e-08,0.00474234355611423,1.0920616850734e-08,0.0812854264820619,0.185420053520487,1.0920616850734e-08,0.480415832212044
"6129_11236",0.0334344678932369,9.99024363173905e-09,9.99024363174423e-09,9.99024363174423e-09,0.00826451762080802,9.99024363168490e-09,9.99024363174423e-09,9.99024363174423e-09,0.0970959201505756,9.99024363174423e-09,9.99024363174423e-09,0.86120501441343
"6129_11660",0.0988490434815396,0.0213811453497573,0.0551735086603274,1.06279820624941e-08,0.00775004351025601,1.06279820624941e-08,1.06279820624941e-08,0.000949423471052151,1.06279820624941e-08,0.0796495815218502,1.06279820624941e-08,0.736247200865307
"6129_12508",0.242526657657988,9.59022531173686e-09,9.59022531173686e-09,9.59022531173686e-09,9.59022531173686e-09,9.59022531173686e-09,9.59022531173686e-09,9.59022531173686e-09,0.0560798851838855,0.24930940099964,9.59022531173686e-09,0.452083979436684
"6129_12932",0.0165234365827938,0.00581510226893196,8.45797737210871e-09,8.45797737210871e-09,8.45797737210871e-09,8.45797737210871e-09,8.45797737210871e-09,0.00790056623663568,8.45797737210871e-09,8.45797737210871e-09,8.45797737210871e-09,0.96976082724782
"6129_13356",0.0345508633165976,0.00414982235825769,0.0242559844748731,7.2560621744405e-09,0.00117164142757919,7.2560621744405e-09,7.25606217439741e-09,7.2560621744405e-09,7.2560621744405e-09,0.305029951795741,7.2560621744405e-09,0.630841693090579
"6129_13780",8.38877945944855e-09,0.014978128340651,0.00494000969814857,8.38877945944855e-09,8.38877945944855e-09,8.38877945944855e-09,8.38877945944855e-09,8.38877945944855e-09,8.38877945944855e-09,8.38877945944855e-09,8.38877945939873e-09,0.980081786462185
"6129_14204",0.0378122629569337,0.00402340122788588,8.95152924090456e-09,0.00029358818638185,0.0111279833100333,8.95152924090456e-09,8.95152924090456e-09,8.95152924090456e-09,8.95152924090456e-09,0.229651971033005,8.95152924090456e-09,0.717090739576585
"6129_14628",0.16106678928504,0.00192812745809982,0.0691211402229959,9.43810754793494e-09,9.43810754793494e-09,9.43810754624164e-09,9.43810754793494e-09,0.0108468021382266,9.43810754793494e-09,0.0851512508698926,9.43810754793494e-09,0.6718858333971
"6129_15052",0.104724765979796,9.75151950259442e-09,9.75151950259442e-09,9.75151950259442e-09,9.75151950259442e-09,9.75151950259442e-09,9.75151950259442e-09,0.0157366228587297,0.0359441598107205,0.0408545862060987,9.75151950259442e-09,0.802739796884018
"6129_15476",0.127039058028089,1.06876536030178e-08,0.0471469619239948,1.06876536030178e-08,1.06876536030178e-08,1.06876536020273e-08,1.06876536030178e-08,1.06876536030123e-08,0.0144905208237936,0.0391428374634863,1.06876536030178e-08,0.772180546947061
"6583_1484",0.959721655315741,1.02672126560022e-08,1.02672126560022e-08,1.02672126560022e-08,0.0347926519894091,0.00548560028993639,1.02672126560022e-08,1.02672126560022e-08,1.02672126560022e-08,1.02672126560022e-08,1.02672126560022e-08,1.02672126560022e-08
"6583_1908",0.954259293822895,1.19848265986887e-08,1.19848265986887e-08,1.19848265986887e-08,0.0115050528447254,0.0342355454689406,1.19848265986887e-08,1.19848265986887e-08,1.19848265986887e-08,1.19848265986887e-08,1.19848265986887e-08,1.19848265986887e-08
"6583_2332",0.902788966164277,1.15438730980166e-08,1.15438730980851e-08,1.15438730980851e-08,0.006654723933406,0.0146001209714611,1.15438730980851e-08,1.15438730980851e-08,0.0759560965798707,1.15438730980851e-08,1.15438730980851e-08,1.15438730980851e-08
"6583_2756",0.881759184779659,1.14329312566278e-08,1.14329312566278e-08,1.14329312566278e-08,0.00364044231833857,1.14329312566278e-08,1.14329312566278e-08,1.14329312565599e-08,0.114600270005621,1.14329312565599e-08,1.14329312566278e-08,1.14329312566278e-08
"6583_3180",0.912765606222474,1.53449326020465e-08,0.0872342403282003,1.53449326020465e-08,1.53449326020465e-08,1.53449326020465e-08,1.53449326020465e-08,1.53449326020465e-08,1.53449326020465e-08,1.53449326020465e-08,1.53449326020465e-08,1.53449326020465e-08
"6583_5300",0.997230604603566,1.40676742846499e-08,1.40676742846499e-08,1.40676742846499e-08,0.00276925471969099,1.40676742846499e-08,1.40676742846499e-08,1.40676742846499e-08,1.40676742846499e-08,1.40676742846499e-08,1.40676742846499e-08,1.40676742846499e-08
"6583_5724",0.894566373899945,0.0247208756443226,0.0807126336775567,1.29753528319678e-08,1.29753528319678e-08,1.29753528319678e-08,1.29753528319678e-08,1.29753528319678e-08,1.29753528319678e-08,1.29753528319678e-08,1.29753528319678e-08,1.29753528319678e-08
"6583_6148",0.995598353102396,1.64448565343001e-08,1.64448565343978e-08,1.64448565343978e-08,0.00440148244903909,1.64448565343978e-08,1.64448565343001e-08,1.64448565343893e-08,1.64448565343978e-08,1.64448565343001e-08,1.64448565343978e-08,1.64448565343978e-08
"6583_6572",0.977491306270316,0.00929719537927758,0.0132113727315593,1.39576496677207e-08,1.39576496677207e-08,1.39576496677207e-08,1.39576496677207e-08,1.39576496677207e-08,1.39576496677207e-08,1.39576496677207e-08,1.39576496677207e-08,1.39576496677207e-08
"6583_6996",0.962889253838389,1.19099827511923e-08,1.19099827511923e-08,1.19099827511923e-08,1.19099827511923e-08,1.19099827511923e-08,1.19099827511923e-08,1.19099827511923e-08,0.0371106270617832,1.19099827511923e-08,1.19099827511923e-08,1.19099827511923e-08
"6583_7420",0.96509710484261,0.00283059324101497,9.99239094011753e-09,0.0100784321776696,9.99239094011753e-09,9.99239094011753e-09,0.0219937897995779,9.99239094011753e-09,9.99239094011753e-09,9.99239094011753e-09,9.99239094011753e-09,9.99239094011753e-09
"6583_7844",0.946508181733163,1.15457582901507e-08,0.0376169084063662,1.15457582901507e-08,1.15457582901507e-08,1.15457582901507e-08,0.015874805948646,1.15457582900822e-08,1.15457582901507e-08,1.15457582901507e-08,1.15457582901507e-08,1.15457582901507e-08
"6583_8268",0.999999864785511,1.22922262556146e-08,1.22922262556146e-08,1.22922262556146e-08,1.22922262556146e-08,1.22922262556146e-08,1.22922262556146e-08,1.22922262556146e-08,1.22922262556146e-08,1.22922262556146e-08,1.22922262556146e-08,1.22922262556146e-08
"6583_9116",0.0812435740516072,1.23281790074789e-08,0.044719256272463,1.23281790074789e-08,1.23281790074789e-08,1.23281790074789e-08,0.786363571950025,1.23281790074789e-08,1.23281790074789e-08,1.23281790074789e-08,1.23281790074789e-08,0.0876734991004733
"6583_9540",0.0277682929085478,1.17094859104443e-08,0.131032698561107,1.17094859104443e-08,1.17094859104443e-08,1.17094859104443e-08,0.56320961243525,1.17094859104443e-08,0.0290545244015081,0.0963568451108798,1.17094859104443e-08,0.152577956325791
"6583_10388",0.0741409059084088,1.00045658284489e-08,1.00045658284489e-08,1.00045658284489e-08,1.00045658284489e-08,1.00045658284489e-08,0.00675816182627959,1.00045658284489e-08,0.100093955761485,0.115680852360056,1.00045658284489e-08,0.70332605411181
"6583_10812",0.0764304609116707,1.00071157975965e-08,1.00071157975965e-08,1.00071157975965e-08,0.0115805318576005,1.00071157975965e-08,1.00071157975965e-08,1.00071157975965e-08,0.130484834079996,0.0440072286305503,1.00071157975965e-08,0.737496874470372
"6583_11236",0.0276556178090792,9.17009594218246e-09,0.0396546291465716,9.17009594218246e-09,9.17009594218246e-09,0.0455201888653362,0.0272612274795536,9.17009594218246e-09,9.17009594218246e-09,9.17009594218246e-09,9.17009594218246e-09,0.859908272508788
"6583_11660",0.13601364106577,1.09186366269674e-08,1.09186366269674e-08,1.09186366269674e-08,1.09186366269674e-08,0.0234281934604258,1.09186366269674e-08,0.109230501522867,1.09186366269674e-08,0.101649361758283,1.09186366269674e-08,0.629678225762198
"6583_12084",0.0566520375261521,0.00842617990548488,0.0563480330637403,8.04494230964707e-09,8.04494230964707e-09,8.04494230964707e-09,8.04494230964707e-09,8.04494230959929e-09,0.00738659825057382,0.360586459671583,8.04494230964707e-09,0.510600643312812
"6583_12508",0.0554388633822961,8.45852581853149e-09,8.45852581407929e-09,0.00171952489517268,0.00327204010875496,8.45852581853149e-09,8.45852581853149e-09,8.45852581853149e-09,8.45852581848125e-09,0.221032548262527,8.45852581853149e-09,0.718536964141569
"6583_12932",0.0684134081778548,9.61122590797447e-09,0.0585880982985456,9.61122590797447e-09,0.00567407389427986,9.61122590797447e-09,9.61122590797447e-09,9.61122590797447e-09,9.61122590797447e-09,9.61122590797447e-09,9.61122590797447e-09,0.867324342739513
"6583_13356",0.0320549855372017,7.81555983567122e-09,0.0590497178671864,7.81555983567122e-09,7.81555983567122e-09,7.81555983567122e-09,7.81555983567122e-09,7.81555983567122e-09,0.00339925013406443,0.282918801727356,7.81555983567122e-09,0.622577190025273
"6583_13780",0.079794659271923,9.14321667006916e-09,9.14321667006916e-09,9.14321667006916e-09,9.14321667006916e-09,9.14321667001486e-09,9.14321667006916e-09,9.14321667006916e-09,9.14321667006916e-09,0.27329313192096,9.14321667006916e-09,0.646912126518167
"6583_14204",0.175283477258531,9.76709197825256e-09,9.76709197825256e-09,9.76709197825256e-09,9.76709197825256e-09,9.76709197825256e-09,9.76709197825256e-09,9.76709197825256e-09,0.00446982575959558,0.118255253613873,9.76709197825256e-09,0.701991365231265
"6583_14628",0.00408679906468313,8.82299328946165e-09,0.00268183327605002,8.82299328946165e-09,0.00204813106045249,8.82299328946165e-09,8.82299328946165e-09,8.82299328946165e-09,0.0372113125557533,0.0851413267784927,8.82299328946165e-09,0.868830544326609
"6583_15052",0.0407732062380637,9.20885382758955e-09,9.20885382758955e-09,9.20885382758955e-09,0.0027238713540529,9.20885382758955e-09,9.20885382758955e-09,9.20885382758955e-09,0.0568831454585147,0.0635675114763612,9.20885382758955e-09,0.836052201011031
"6583_15476",0.0376745213146331,0.0123891463318105,9.33017668920753e-09,9.33017668920753e-09,9.33017668920753e-09,0.0254044236082118,9.33017668920753e-09,0.0230782528668437,9.33017668920753e-09,9.33017668920753e-09,9.33017668920753e-09,0.901453590567264
"7037_1060",0.0915931081891682,7.73893820711367e-09,7.73893820711367e-09,7.73893820711367e-09,0.248516607796181,7.73893820711367e-09,7.73893820711367e-09,7.73893820711367e-09,7.73893820711367e-09,7.73893820711367e-09,0.659890214364207,7.73893820711367e-09
"7037_1484",0.979530931609884,9.75448912244044e-09,0.0197507303415724,9.75448912244044e-09,0.000718250258141702,9.75448912244044e-09,9.75448912244044e-09,9.75448912244044e-09,9.75448912244044e-09,9.75448912244044e-09,9.75448912244044e-09,9.75448912244044e-09
"7037_1908",0.99510856830822,0.000586239191460056,1.05768293109246e-08,1.05768293109246e-08,0.00430509730885586,1.05768293109246e-08,1.05768293109246e-08,1.05768293109246e-08,1.05768293109246e-08,1.05768293109246e-08,1.05768293109246e-08,1.05768293109246e-08
"7037_2332",0.986856475495519,1.19583880547217e-08,1.19583880547217e-08,1.19583880547217e-08,0.0131434049206,1.19583880547217e-08,1.19583880547217e-08,1.19583880547217e-08,1.19583880547217e-08,1.19583880547217e-08,1.19583880546507e-08,1.19583880547217e-08
"7037_2756",0.994737370664053,1.3453072503411e-08,0.00174270369791297,1.34530725034908e-08,0.00351980456038163,1.34530725034908e-08,1.34530725034908e-08,1.34530725034908e-08,1.34530725034908e-08,1.34530725034908e-08,1.34530725034908e-08,1.34530725034908e-08
"7037_3180",0.983689684292848,1.40179043349982e-08,0.0111062325065191,1.40179043349982e-08,0.00520395703949439,1.40179043349982e-08,1.40179043349982e-08,1.40179043349982e-08,1.40179043349982e-08,1.40179043349982e-08,1.40179043349982e-08,1.40179043349982e-08
"7037_4876",0.983198987020813,0.0130154064742339,1.35964613432606e-08,1.35964613432606e-08,0.00378548413680107,1.35964613431798e-08,1.35964613432606e-08,1.35964613432606e-08,1.35964613432606e-08,1.35964613432606e-08,1.35964613432606e-08,1.35964613432606e-08
"7037_5300",0.694094518426032,0.250281402033533,0.0556239565682088,1.36635807018558e-08,1.36635807018558e-08,1.36635807018558e-08,1.36635807018558e-08,1.36635807018558e-08,1.36635807018558e-08,1.36635807018558e-08,1.36635807018558e-08,1.36635807018558e-08
